"Statistic Label","Census Year","Electoral Divisions","UNIT","VALUE"
"Area (sq km)","2022","Termonbarry, Roscommon","Number","16.4"
"Area (sq km)","2022","Thomastown, Roscommon","Number","24.1"
"Area (sq km)","2022","Tivannagh, Roscommon","Number","21.4"
"Area (sq km)","2022","Tulsk, Roscommon","Number","18.9"
"Area (sq km)","2022","Tumna North, Roscommon","Number","13.9"
"Area (sq km)","2022","Tumna South, Roscommon","Number","17"
"Area (sq km)","2022","Turrock, Roscommon","Number","21.2"
"Area (sq km)","2022","Achonry East, Sligo","Number","25.3"
"Area (sq km)","2022","Achonry West, Sligo","Number","31.6"
"Area (sq km)","2022","Aclare, Sligo","Number","24.7"
"Area (sq km)","2022","Aghanagh, Sligo","Number","29.4"
"Area (sq km)","2022","Annagh, Sligo","Number","13.6"
"Area (sq km)","2022","Aughris, Sligo","Number","9.4"
"Area (sq km)","2022","Ballintogher East, Sligo","Number","26.3"
"Area (sq km)","2022","Ballintogher West, Sligo","Number","22.8"
"Area (sq km)","2022","Ballymote, Sligo","Number","25.2"
"Area (sq km)","2022","Ballynakill, Sligo","Number","20.1"
"Area (sq km)","2022","Ballynashee, Sligo","Number","27.7"
"Area (sq km)","2022","Ballysadare East, Sligo","Number","13.8"
"Area (sq km)","2022","Ballysadare West, Sligo","Number","19.5"
"Area (sq km)","2022","Banada, Sligo","Number","37.2"
"Area (sq km)","2022","Branchfield/Carrownaskeagh, Sligo","Number","37.1"
"Area (sq km)","2022","Breencorragh, Sligo","Number","37.7"
"Area (sq km)","2022","Bricklieve, Sligo","Number","15"
"Area (sq km)","2022","Buncrowey, Sligo","Number","25.9"
"Area (sq km)","2022","Calry, Sligo","Number","45"
"Area (sq km)","2022","Carney, Sligo","Number","22.6"
"Area (sq km)","2022","Carrickbanagher, Sligo","Number","19"
"Area (sq km)","2022","Cartron, Sligo","Number","16.8"
"Area (sq km)","2022","Castleconor East, Sligo","Number","28.8"
"Area (sq km)","2022","Castleconor West, Sligo","Number","36.9"
"Area (sq km)","2022","Cliffony North, Sligo","Number","19.9"
"Area (sq km)","2022","Cliffony South, Sligo","Number","19.7"
"Area (sq km)","2022","Cloonacool, Sligo","Number","31.2"
"Area (sq km)","2022","Cloonoghill, Sligo","Number","16.3"
"Area (sq km)","2022","Collooney, Sligo","Number","26.7"
"Area (sq km)","2022","Coolaney, Sligo","Number","23.7"
"Area (sq km)","2022","Coolavin, Sligo","Number","32.2"
"Area (sq km)","2022","Cuilmore, Sligo","Number","26.8"
"Area (sq km)","2022","Dromard East, Sligo","Number","12.9"
"Area (sq km)","2022","Dromard West, Sligo","Number","15"
"Area (sq km)","2022","Dromore, Sligo","Number","12.2"
"Area (sq km)","2022","Drumcliff East, Sligo","Number","14"
"Area (sq km)","2022","Drumcliff West, Sligo","Number","14.8"
"Area (sq km)","2022","Drumcolumb, Sligo","Number","23.9"
"Area (sq km)","2022","Drumfin, Sligo","Number","18.3"
"Area (sq km)","2022","Drumrat, Sligo","Number","22.4"
"Area (sq km)","2022","Easky East, Sligo","Number","19.7"
"Area (sq km)","2022","Easky West, Sligo","Number","28.1"
"Area (sq km)","2022","Glencar, Sligo","Number","14.1"
"Area (sq km)","2022","Glendarragh, Sligo","Number","37.2"
"Area (sq km)","2022","Kilfree, Sligo","Number","17.3"
"Area (sq km)","2022","Kilglass, Sligo","Number","23.7"
"Area (sq km)","2022","Killadoon, Sligo","Number","22.5"
"Area (sq km)","2022","Killaraght, Sligo","Number","41.7"
"Area (sq km)","2022","Kilmacowen, Sligo","Number","24"
"Area (sq km)","2022","Kilmacteige, Sligo","Number","30.8"
"Area (sq km)","2022","Kilmactranny, Sligo","Number","28.6"
"Area (sq km)","2022","Kilshalvy, Sligo","Number","21.9"
"Area (sq km)","2022","Kilturra, Sligo","Number","16.2"
"Area (sq km)","2022","Knockaree, Sligo","Number","23.7"
"Area (sq km)","2022","Lakeview, Sligo","Number","18"
"Area (sq km)","2022","Leitrim, Sligo","Number","25.8"
"Area (sq km)","2022","Lisconny, Sligo","Number","15.9"
"Area (sq km)","2022","Lissadill East, Sligo","Number","17.4"
"Area (sq km)","2022","Lissadill North, Sligo","Number","19.4"
"Area (sq km)","2022","Lissadill West, Sligo","Number","16.7"
"Area (sq km)","2022","Loughil, Sligo","Number","19.2"
"Area (sq km)","2022","Owenmore, Sligo","Number","16"
"Area (sq km)","2022","Rathmacurkey, Sligo","Number","31.8"
"Area (sq km)","2022","Riverstown, Sligo","Number","18.6"
"Area (sq km)","2022","Rossinver East, Sligo","Number","33.8"
"Area (sq km)","2022","Rossinver West, Sligo","Number","19"
"Area (sq km)","2022","Shancough, Sligo","Number","19.6"
"Area (sq km)","2022","Skreen, Sligo","Number","30.4"
"Area (sq km)","2022","Sligo East, Sligo","Number","2.8"
"Area (sq km)","2022","Sligo North, Sligo","Number","5"
"Area (sq km)","2022","Sligo West, Sligo","Number","5.3"
"Area (sq km)","2022","Streamstown, Sligo","Number","19.6"
"Area (sq km)","2022","Temple, Sligo","Number","13.8"
"Area (sq km)","2022","Templeboy North, Sligo","Number","13.1"
"Area (sq km)","2022","Templeboy South/Mullagheruse, Sligo","Number","82.9"
"Area (sq km)","2022","Templevanny, Sligo","Number","23.4"
"Area (sq km)","2022","Tobercurry, Sligo","Number","37.8"
"Area (sq km)","2022","Toberpatrick East, Sligo","Number","10.8"
"Area (sq km)","2022","Toberpatrick West, Sligo","Number","12.9"
"Area (sq km)","2022","Toomour, Sligo","Number","16.5"
"Area (sq km)","2022","Ardue, Cavan","Number","25.5"
"Area (sq km)","2022","Arvagh, Cavan","Number","29.5"
"Area (sq km)","2022","Ashfield, Cavan","Number","17.5"
"Area (sq km)","2022","Bailieborough, Cavan","Number","46.2"
"Area (sq km)","2022","Ballintemple, Cavan","Number","16.8"
"Area (sq km)","2022","Ballyconnell, Cavan","Number","28.1"
"Area (sq km)","2022","Ballyhaise, Cavan","Number","17.7"
"Area (sq km)","2022","Ballyjamesduff, Cavan","Number","21.6"
"Area (sq km)","2022","Ballymachugh, Cavan","Number","36.1"
"Area (sq km)","2022","Ballymagauran, Cavan","Number","15.9"
"Area (sq km)","2022","Bawnboy, Cavan","Number","30.8"
"Area (sq km)","2022","Bellananagh, Cavan","Number","15"
"Area (sq km)","2022","Belturbet, Cavan","Number","4.6"
"Area (sq km)","2022","Bilberry, Cavan","Number","12"
"Area (sq km)","2022","Bruce Hall, Cavan","Number","9.5"
"Area (sq km)","2022","Butler's Bridge, Cavan","Number","7.8"
"Area (sq km)","2022","Canningstown, Cavan","Number","24.1"
"Area (sq km)","2022","Carn, Cavan","Number","11.6"
"Area (sq km)","2022","Carnagarve, Cavan","Number","21.6"
"Area (sq km)","2022","Carrafin, Cavan","Number","23.9"
"Area (sq km)","2022","Castlerahan, Cavan","Number","28.7"
"Area (sq km)","2022","Castlesaunderson, Cavan","Number","19.1"
"Area (sq km)","2022","Cavan Rural, Cavan","Number","36.4"
"Area (sq km)","2022","Cavan Urban, Cavan","Number","2"
"Area (sq km)","2022","Clonervy, Cavan","Number","18"
"Area (sq km)","2022","Cootehill Rural, Cavan","Number","35.5"
"Area (sq km)","2022","Cootehill Urban, Cavan","Number","1.8"
"Area (sq km)","2022","Corr, Cavan","Number","11"
"Area (sq km)","2022","Corraneary, Cavan","Number","23.9"
"Area (sq km)","2022","Crossbane, Cavan","Number","21.1"
"Area (sq km)","2022","Crossdoney, Cavan","Number","23.9"
"Area (sq km)","2022","Crosskeys, Cavan","Number","19.4"
"Area (sq km)","2022","Cuttragh, Cavan","Number","12"
"Area (sq km)","2022","Denn, Cavan","Number","20.6"
"Area (sq km)","2022","Derrin, Cavan","Number","15"
"Area (sq km)","2022","Derrylahan, Cavan","Number","19.2"
"Area (sq km)","2022","Diamond, Cavan","Number","8.5"
"Area (sq km)","2022","Doogary, Cavan","Number","9.4"
"Area (sq km)","2022","Dowra, Cavan","Number","22.8"
"Area (sq km)","2022","Drumanespick, Cavan","Number","15"
"Area (sq km)","2022","Drumcarban, Cavan","Number","19.1"
"Area (sq km)","2022","Drumcarn, Cavan","Number","25.3"
"Area (sq km)","2022","Drumlumman, Cavan","Number","17.6"
"Area (sq km)","2022","Drung, Cavan","Number","22.6"
"Area (sq km)","2022","Dunmakeever/Benbrack/Derrynananta, Cavan","Number","76.6"
"Area (sq km)","2022","Enniskeen, Cavan","Number","19"
"Area (sq km)","2022","Eskey, Cavan","Number","18.6"
"Area (sq km)","2022","Graddum, Cavan","Number","21.1"
"Area (sq km)","2022","Grilly, Cavan","Number","21.2"
"Area (sq km)","2022","Kilbride, Cavan","Number","31.1"
"Area (sq km)","2022","Kilcogy, Cavan","Number","17.8"
"Area (sq km)","2022","Kilconny, Cavan","Number","18.2"
"Area (sq km)","2022","Kilgolagh, Cavan","Number","18.4"
"Area (sq km)","2022","Kill, Cavan","Number","14.8"
"Area (sq km)","2022","Killashandra, Cavan","Number","31.6"
"Area (sq km)","2022","Killinagh/Teebane, Cavan","Number","33.7"
"Area (sq km)","2022","Killinkere, Cavan","Number","22.3"
"Area (sq km)","2022","Killykeen, Cavan","Number","26.8"
"Area (sq km)","2022","Kilnaleck, Cavan","Number","20.9"
"Area (sq km)","2022","Kinawley, Cavan","Number","24"
"Area (sq km)","2022","Kingscourt, Cavan","Number","19.6"
"Area (sq km)","2022","Knappagh, Cavan","Number","24.6"
"Area (sq km)","2022","Larah North, Cavan","Number","23.2"
"Area (sq km)","2022","Larah South, Cavan","Number","21.7"
"Area (sq km)","2022","Lisagoan, Cavan","Number","14.3"
"Area (sq km)","2022","Lissanover, Cavan","Number","17.3"
"Area (sq km)","2022","Loughdawan, Cavan","Number","14"
"Area (sq km)","2022","Lurgan, Cavan","Number","15"
"Area (sq km)","2022","Milltown, Cavan","Number","21.3"
"Area (sq km)","2022","Moynehall, Cavan","Number","23.5"
"Area (sq km)","2022","Mullagh, Cavan","Number","24.4"
"Area (sq km)","2022","Munterconnaught, Cavan","Number","30"
"Area (sq km)","2022","Pedara Vohers/Tircahan, Cavan","Number","30.2"
"Area (sq km)","2022","Rakenny, Cavan","Number","21.6"
"Area (sq km)","2022","Redhill, Cavan","Number","17.6"
"Area (sq km)","2022","Scrabby, Cavan","Number","21"
"Area (sq km)","2022","Shercock, Cavan","Number","23.8"
"Area (sq km)","2022","Skeagh, Cavan","Number","22.5"
"Area (sq km)","2022","Springfield, Cavan","Number","19.5"
"Area (sq km)","2022","Stradone, Cavan","Number","26"
"Area (sq km)","2022","Swanlinbar, Cavan","Number","15.2"
"Area (sq km)","2022","Taghart, Cavan","Number","21.8"
"Area (sq km)","2022","Templeport, Cavan","Number","19.1"
"Area (sq km)","2022","Termon, Cavan","Number","19.5"
"Area (sq km)","2022","Tuam, Cavan","Number","24.7"
"Area (sq km)","2022","Tullyvin East, Cavan","Number","21.7"
"Area (sq km)","2022","Tullyvin West, Cavan","Number","17.1"
"Area (sq km)","2022","Virginia, Cavan","Number","52.8"
"Area (sq km)","2022","Waterloo, Cavan","Number","28.4"
"Area (sq km)","2022","Altnapaste, Donegal","Number","75.7"
"Area (sq km)","2022","Annagary, Donegal","Number","42.8"
"Area (sq km)","2022","Aran, Donegal","Number","18.1"
"Area (sq km)","2022","Ardara, Donegal","Number","36.7"
"Area (sq km)","2022","Ardmalin, Donegal","Number","29.3"
"Area (sq km)","2022","Ards, Donegal","Number","21.4"
"Area (sq km)","2022","Ballintra, Donegal, 057007","Number","40.3"
"Area (sq km)","2022","Ballintra, Donegal, 057008","Number","29.1"
"Area (sq km)","2022","Ballyarr, Donegal","Number","16.1"
"Area (sq km)","2022","Ballyliffin, Donegal","Number","32"
"Area (sq km)","2022","Ballymacool, Donegal","Number","18.6"
"Area (sq km)","2022","Ballyshannon Rural, Donegal","Number","37.9"
"Area (sq km)","2022","Ballyshannon Urban, Donegal","Number","3.6"
"Area (sq km)","2022","Binbane, Donegal","Number","46.9"
"Area (sq km)","2022","Birdstown, Donegal","Number","24"
"Area (sq km)","2022","Bonnyglen, Donegal","Number","23.7"
"Area (sq km)","2022","Buncrana Rural, Donegal","Number","30.3"
"Area (sq km)","2022","Buncrana Urban, Donegal","Number","4.7"
"Area (sq km)","2022","Bundoran Rural, Donegal","Number","22.1"
"Area (sq km)","2022","Bundoran Urban, Donegal","Number","3.9"
"Area (sq km)","2022","Burt, Donegal","Number","38.8"
"Area (sq km)","2022","Carndonagh, Donegal","Number","39.9"
"Area (sq km)","2022","Carrickart, Donegal","Number","24.5"
"Area (sq km)","2022","Carrickboy, Donegal","Number","15"
"Area (sq km)","2022","Carrowkeel, Donegal","Number","28.2"
"Area (sq km)","2022","Carthage, Donegal","Number","24.7"
"Area (sq km)","2022","Castlecary, Donegal","Number","20.5"
"Area (sq km)","2022","Castlefinn, Donegal","Number","24.6"
"Area (sq km)","2022","Castleforward, Donegal","Number","22.8"
"Area (sq km)","2022","Castlewray, Donegal","Number","22.3"
"Area (sq km)","2022","Cavangarden, Donegal","Number","36"
"Area (sq km)","2022","Church Hill, Donegal","Number","66.2"
"Area (sq km)","2022","Cliff, Donegal","Number","21.9"
"Area (sq km)","2022","Cloghan, Donegal","Number","90.7"
"Area (sq km)","2022","Cloghard, Donegal","Number","21.6"
"Area (sq km)","2022","Clogher, Donegal","Number","35.4"
"Area (sq km)","2022","Clonleigh North, Donegal","Number","27.6"
"Area (sq km)","2022","Clonleigh South, Donegal","Number","23.5"
"Area (sq km)","2022","Convoy, Donegal","Number","42.8"
"Area (sq km)","2022","Corkermore, Donegal","Number","25.9"
"Area (sq km)","2022","Corravaddy, Donegal","Number","23.4"
"Area (sq km)","2022","Cranford, Donegal","Number","27.7"
"Area (sq km)","2022","Creenasmear, Donegal","Number","33.8"
"Area (sq km)","2022","Creeslough, Donegal","Number","21.8"
"Area (sq km)","2022","Cross Roads, Donegal","Number","94.2"
"Area (sq km)","2022","Crovehy, Donegal","Number","39.1"
"Area (sq km)","2022","Crowkeeragh, Donegal","Number","37.4"
"Area (sq km)","2022","Crownarad, Donegal","Number","17.8"
"Area (sq km)","2022","Culdaff, Donegal","Number","26"
"Area (sq km)","2022","Dawros, Donegal","Number","37.6"
"Area (sq km)","2022","Desertegny, Donegal","Number","30.7"
"Area (sq km)","2022","Doe Castle, Donegal","Number","14.7"
"Area (sq km)","2022","Donegal, Donegal","Number","31.5"
"Area (sq km)","2022","Doocharry, Donegal","Number","43.1"
"Area (sq km)","2022","Dooish, Donegal","Number","21.2"
"Area (sq km)","2022","Dunaff, Donegal","Number","27.3"
"Area (sq km)","2022","Dunfanaghy, Donegal","Number","39.5"
"Area (sq km)","2022","Dunglow, Donegal","Number","36.2"
"Area (sq km)","2022","Dunkineely, Donegal","Number","21.3"
"Area (sq km)","2022","Dunlewy, Donegal","Number","92.5"
"Area (sq km)","2022","Eanymore, Donegal","Number","28"
"Area (sq km)","2022","Edenacarnan, Donegal","Number","27.3"
"Area (sq km)","2022","Fahan, Donegal","Number","29.8"
"Area (sq km)","2022","Fanad North, Donegal","Number","31.5"
"Area (sq km)","2022","Fanad West, Donegal","Number","24"
"Area (sq km)","2022","Feddyglass, Donegal","Number","19.1"
"Area (sq km)","2022","Figart, Donegal","Number","18.7"
"Area (sq km)","2022","Fintown, Donegal","Number","33.1"
"Area (sq km)","2022","Gartan, Donegal","Number","62.4"
"Area (sq km)","2022","Glen, Donegal","Number","26.2"
"Area (sq km)","2022","Glenalla, Donegal","Number","23.5"
"Area (sq km)","2022","Gleneely, Donegal, 057073","Number","40.9"
"Area (sq km)","2022","Gleneely, Donegal, 057074","Number","60.1"
"Area (sq km)","2022","Gleneganon, Donegal","Number","20.5"
"Area (sq km)","2022","Glengesh, Donegal","Number","39"
"Area (sq km)","2022","Glenleheen, Donegal","Number","85.3"
"Area (sq km)","2022","Glenties, Donegal","Number","84.3"
"Area (sq km)","2022","Glentogher, Donegal","Number","41.9"
"Area (sq km)","2022","Goland, Donegal","Number","42.3"
"Area (sq km)","2022","Gortahork, Donegal","Number","54"
"Area (sq km)","2022","Gortnavern, Donegal","Number","12.7"
"Area (sq km)","2022","Graffy, Donegal","Number","81.2"
"Area (sq km)","2022","Greencastle, Donegal","Number","33.9"
"Area (sq km)","2022","Greenfort, Donegal","Number","15.2"
"Area (sq km)","2022","Grousehall, Donegal","Number","25.5"
"Area (sq km)","2022","Haugh, Donegal","Number","15.8"
"Area (sq km)","2022","Illies, Donegal","Number","48.8"
"Area (sq km)","2022","Inch Island, Donegal","Number","13.9"
"Area (sq km)","2022","Inishkeel, Donegal","Number","45"
"Area (sq km)","2022","Inver, Donegal","Number","24.2"
"Area (sq km)","2022","Kilcar, Donegal","Number","16.5"
"Area (sq km)","2022","Kilderry, Donegal","Number","30.8"
"Area (sq km)","2022","Kilgoly, Donegal","Number","53.5"
"Area (sq km)","2022","Killea, Donegal","Number","31.8"
"Area (sq km)","2022","Killybegs, Donegal","Number","30.1"
"Area (sq km)","2022","Killygarvan, Donegal","Number","12.5"
"Area (sq km)","2022","Killygordon, Donegal","Number","22.1"
"Area (sq km)","2022","Killymasny, Donegal","Number","25.9"
"Area (sq km)","2022","Kilmacrenan, Donegal","Number","18.2"
"Area (sq km)","2022","Kincraigy, Donegal","Number","31.3"
"Area (sq km)","2022","Knock, Donegal","Number","24.6"
"Area (sq km)","2022","Knockalla, Donegal","Number","17.6"
"Area (sq km)","2022","Laghy, Donegal","Number","43.1"
"Area (sq km)","2022","Largymore, Donegal","Number","22.4"
"Area (sq km)","2022","Letterkenny Rural, Donegal","Number","13.2"
"Area (sq km)","2022","Letterkenny Urban, Donegal","Number","1.6"
"Area (sq km)","2022","Lettermacaward, Donegal","Number","42.4"
"Area (sq km)","2022","Lettermore, Donegal","Number","39"
"Area (sq km)","2022","Lough Eask, Donegal","Number","53.1"
"Area (sq km)","2022","Loughkeel, Donegal","Number","24.2"
"Area (sq km)","2022","Maas, Donegal","Number","32.1"
"Area (sq km)","2022","Magheraboy, Donegal","Number","28.6"
"Area (sq km)","2022","Magheraclogher, Donegal","Number","98.6"
"Area (sq km)","2022","Maghery, Donegal","Number","43.3"
"Area (sq km)","2022","Malin, Donegal","Number","27.9"
"Area (sq km)","2022","Malinbeg, Donegal","Number","33.7"
"Area (sq km)","2022","Manorcunningham, Donegal","Number","16.7"
"Area (sq km)","2022","Meenaclady, Donegal","Number","40.9"
"Area (sq km)","2022","Meencargagh, Donegal","Number","30.7"
"Area (sq km)","2022","Millford, Donegal","Number","28.6"
"Area (sq km)","2022","Mintiaghs, Donegal","Number","30.5"
"Area (sq km)","2022","Moville, Donegal","Number","18.3"
"Area (sq km)","2022","Mulmosog, Donegal","Number","23.4"
"Area (sq km)","2022","Newtown Cunningham, Donegal","Number","20"
"Area (sq km)","2022","Pettigoe, Donegal","Number","49.2"
"Area (sq km)","2022","Raphoe, Donegal","Number","14.1"
"Area (sq km)","2022","Rathmelton, Donegal","Number","39.6"
"Area (sq km)","2022","Rathmullan, Donegal","Number","18"
"Area (sq km)","2022","Redcastle, Donegal","Number","29.5"
