division_name,formatted_address,lat,lng,status,error,route_count,total_departures
Ushers F,Ireland,53.77975540000001,-7.3055309,success,,,
Walkinstown A,Walkinstown, Dublin, Ireland,53.3192335,-6.332096600000001,success,,8,682
Walkinstown B,Walkinstown, Dublin, Ireland,53.3192335,-6.332096600000001,success,,8,682
Walkinstown C,Walkinstown, Dublin, Ireland,53.3192335,-6.332096600000001,success,,8,682
Whitehall A,Whitehall, Dublin, Ireland,53.38136650000001,-6.2404632,success,,16,793
Whitehall B,Whitehall, Dublin, Ireland,53.38136650000001,-6.2404632,success,,16,793
Whitehall C,Whitehall, Dublin, Ireland,53.38136650000001,-6.2404632,success,,16,793
Whitehall D,Whitehall, Dublin, Ireland,53.38136650000001,-6.2404632,success,,16,793
Wood Quay A,Wood Quay, Dublin, Ireland,53.3450562,-6.271027,success,,77,2194
Wood Quay B,Wood Quay, Dublin, Ireland,53.3450562,-6.271027,success,,77,2194
Ballinascorney,Ballinascorney Upper, Ballinascorney, Co. Dublin, Ireland,53.24306,-6.394,success,,,
Ballyboden,Ballyboden, Dublin, Ireland,53.28172070000001,-6.2908599,success,,8,371
Bohernabreena,Bohernabreena, Co. Dublin, Ireland,53.2661011,-6.3536477,success,,2,183
Clondalkin Village,Clondalkin, Dublin, Ireland,53.32030260000001,-6.3946345,success,,20,478
Clondalkin-Ballymount,Clondalkin, Dublin, Ireland,53.32030260000001,-6.3946345,success,,20,478
Clondalkin-Cappaghmore,Cappaghmore, Clondalkin, Dublin, Ireland,53.3305284,-6.402647,success,,11,523
Clondalkin-Dunawley,Dunawley Dr, Clondalkin, Dublin, Ireland,53.326227,-6.4027452,success,,10,449
Clondalkin-Monastery,Clondalkin, Dublin, Ireland,53.32030260000001,-6.3946345,success,,20,478
Clondalkin-Moorfield,Moorfield Dr, Clondalkin, Dublin, Ireland,53.3355009,-6.399355,success,,10,460
Clondalkin-Rowlagh,Clondalkin, Dublin, Ireland,53.32030260000001,-6.3946345,success,,20,478
Edmondstown,Edmondstown, Co. Dublin, Ireland,53.2761899,-6.2910495,success,,6,335
Firhouse Village,Firhouse, Dublin, Ireland,53.282342,-6.3414668,success,,9,620
Firhouse-Ballycullen,Ballycullen Drive, stop 4751, Knocklyon, Dublin, Co. Dublin, Ireland,53.2790176,-6.3323319,success,,8,642
Firhouse-Knocklyon,Firhouse Rd, Knocklyon, Dublin, Ireland,53.2874352,-6.3282876,success,,9,498
Lucan Heights,Lucan Heights, Lucan And Pettycanon, Lucan, Co. Dublin, Ireland,53.3578737,-6.4383629,success,,18,499
Lucan-Esker,Lucan, Co. Dublin, Ireland,53.3572085,-6.4498488,success,,23,428
Lucan-St. Helens,Lucan, Co. Dublin, Ireland,53.3572085,-6.4498488,success,,23,428
Newcastle,Newcastle, Co. Tipperary, Ireland,52.242897,-7.791509500000001,success,,,
Palmerston Village,Palmerstown, Dublin, Ireland,53.3570906,-6.3733607,success,,20,429
Palmerston West,Palmerstown, Dublin, Ireland,53.3570906,-6.3733607,success,,20,429
Rathcoole,Rathcoole, Co. Dublin, Ireland,53.2817307,-6.466167,success,,11,179
Rathfarnham Village,Rathfarnham, Dublin, Ireland,53.2977169,-6.285000399999999,success,,10,546
Rathfarnham-Ballyroan,Ballyroan, Dublin, Co. Dublin, Ireland,53.2880738,-6.3029981,success,,10,664
Rathfarnham-Butterfield,Butterfield Avenue, Stop 5129, Rathfarnham, Dublin, Co. Dublin, Ireland,53.2977023,-6.2857702,success,,10,545
Rathfarnham-Hermitage,Rathfarnham, Dublin, Ireland,53.2977169,-6.285000399999999,success,,10,546
Rathfarnham-St. Enda's,St Endas Park, Rathfarnham, Dublin, Ireland,53.2876177,-6.284496,success,,9,571
Saggart,Saggart, Co. Dublin, Ireland,53.28083969999999,-6.4431841,success,,4,187
Tallaght-Avonbeg,Avonbeg Dr, Tallaght, Dublin, Ireland,53.2857983,-6.3526631,success,,8,591
Tallaght-Belgard,Belgard Rd, Tallaght, Dublin, Ireland,53.2936712,-6.3692421,success,,15,1173
Tallaght-Fettercairn,Fettercairn Rd, Dublin, Ireland,53.293295,-6.3938121,success,,5,405
Tallaght-Glenview,Glenview Dr, Tallaght, Dublin, Ireland,53.2873799,-6.3432467,success,,8,440
Tallaght-Jobstown,Jobstown, Dublin, Ireland,53.2873803,-6.3831646,success,,15,1094
Tallaght-Killinardan,Tallaght, Dublin, Ireland,53.28817830000001,-6.3575934,success,,8,767
Tallaght-Kilnamanagh,Tallaght, Dublin, Ireland,53.28817830000001,-6.3575934,success,,8,767
Tallaght-Kiltipper,Kiltipper Road, Oldbawn, Dublin, Co. Dublin, Ireland,53.2765372,-6.3561757,success,,6,478
Tallaght-Kingswood,Kingswood Ave, Dublin, Ireland,53.3025232,-6.3697596,success,,3,297
Tallaght-Millbrook,Tallaght, Dublin, Ireland,53.28817830000001,-6.3575934,success,,8,767
Tallaght-Oldbawn,Oldbawn, Dublin, Ireland,53.27785069999999,-6.361647,success,,7,499
Tallaght-Springfield,Tallaght, Dublin, Ireland,53.28817830000001,-6.3575934,success,,8,767
Tallaght-Tymon,Tallaght, Dublin, Ireland,53.28817830000001,-6.3575934,success,,8,767
Templeogue Village,Templeogue, Dublin, Ireland,53.2964776,-6.3167883,success,,8,496
Templeogue-Cypress,Cypress Dr, Templeogue, Dublin, Ireland,53.3011802,-6.3143961,success,,8,493
Templeogue-Kimmage Manor,CHURCH OF THE HOLY SPIRIT, HOLY GHOST MISSIONARY COLLEGE KIMMAGE MANOR, Whitehall Road, Kimmage, Dublin, D12 WP44, Ireland,53.308025,-6.309806999999999,success,,8,596
Templeogue-Limekiln,Templeogue, Dublin, Ireland,53.2964776,-6.3167883,success,,8,496
Templeogue-Orwell,Templeogue, Dublin, Ireland,53.2964776,-6.3167883,success,,8,496
Templeogue-Osprey,Templeogue, Dublin, Ireland,53.2964776,-6.3167883,success,,8,496
Terenure-Cherryfield,Terenure, Dublin, Ireland,53.31041579999999,-6.2898931,success,,16,892
Terenure-Greentrees,Greentrees Rd, Whitehall, Dublin, Ireland,53.3082341,-6.3234886,success,,8,628
Terenure-St. James,Terenure, Dublin, Ireland,53.31041579999999,-6.2898931,success,,16,892
Airport,Shannon Airport (SNN), Shannon Airport, Shannon, Co. Clare, V14 EE06, Ireland,52.6926503,-8.921380599999999,success,,4,282
Balbriggan Rural,Balbriggan, Co. Dublin, Ireland,53.6083194,-6.182079799999999,success,,8,269
Balbriggan Urban,Balbriggan, Co. Dublin, Ireland,53.6083194,-6.182079799999999,success,,8,269
Baldoyle,Baldoyle, Co. Dublin, Ireland,53.4029952,-6.1443327,success,,10,398
Balgriffin,Balgriffin, Co. Dublin, Ireland,53.410131,-6.1767021,success,,6,252
Ballyboghil,Grange, Ballyboughal, Co. Dublin, Ireland,53.52020599999999,-6.267595399999999,success,,,
Balscadden,Balscaddan, Balscadden, Co. Dublin, Ireland,53.61807,-6.23112,success,,,
Blanchardstown-Abbotstown,Blanchardstown, Dublin, Ireland,53.3839704,-6.377579,success,,16,847
Blanchardstown-Blakestown,Sheepmoor Grove, Coolmine, Dublin, Co. Dublin, Ireland,53.3944158,-6.3993677,success,,22,1065
Blanchardstown-Coolmine,Blanchardstown Rd S, Coolmine, Dublin, Ireland,53.3901147,-6.4004377,success,,22,1127
Blanchardstown-Corduff,Corduff, Dublin, Ireland,53.39977829999999,-6.384382899999999,success,,26,1205
Blanchardstown-Delwood,Delwood Park, Blanchardstown, Dublin, Ireland,53.3799867,-6.3882602,success,,5,164
Blanchardstown-Mulhuddart,Blanchardstown, Dublin, Ireland,53.3839704,-6.377579,success,,16,847
Blanchardstown-Roselawn,Meridian Clinic, Roselawn Rd, Blanchardstown, Dublin, D15 XH2T, Ireland,53.3833579,-6.382115799999999,success,,16,860
Blanchardstown-Tyrrelstown,Blanchardstown, Dublin, Ireland,53.3839704,-6.377579,success,,16,847
Castleknock-Knockmaroon,Knockmaroon Rd, Castleknock, Dublin, Ireland,53.3579819,-6.3562891,success,,18,332
Castleknock-Park,Castleknock Park, Castleknock, Dublin, Ireland,53.3736121,-6.3596578,success,,16,596
Clonmethan,Clonmethan, Co. Dublin, Ireland,53.52560889999999,-6.3284044,success,,,
Donabate,Donabate, Co. Dublin, Ireland,53.4853365,-6.1504482,success,,5,101
Dubber,Dubber, Co. Dublin, Ireland,53.4123274,-6.303074500000001,success,,4,150
Garristown,Garristown, Co. Dublin, Ireland,53.5668673,-6.3835624,success,,,
Hollywood,Knockroe, Hollywood, Co. Wicklow, Ireland,53.0918211,-6.599053,success,,,
Holmpatrick,Holmpatrick, Co. Dublin, Ireland,53.5753674,-6.1161065,success,,6,143
Howth,Howth, Dublin, Ireland,53.3727617,-6.058842599999999,success,,2,91
Kilsallaghan,Kilsallaghan, Co. Dublin, Ireland,53.4758858,-6.3190627,success,,,
Kinsaley,Kinsaley, Co. Dublin, Ireland,53.4408477,-6.1986183,success,,8,278
Lucan North,Lucan, Co. Dublin, Ireland,53.3572085,-6.4498488,success,,23,428
